WKT,HANDLE,PARCEL
"POLYGON ((570851.861 1033285.015,570873.096 1033322.491,570873.713 1033323.581,570989.897 1033257.452,570968.042 1033219.038,570851.861 1033285.015))",14480000890,890
"POLYGON ((572284.06 1032936.122,572296.892 1032959.703,572298.533 1032962.72,572406.746 1032904.569,572391.914 1032878.114,572284.06 1032936.122))",14481030360,360
"POLYGON ((572270.002 1032910.286,572284.06 1032936.122,572391.914 1032878.114,572385.883 1032867.356,572377.614 1032852.608,572270.002 1032910.286))",14481030370,370
"POLYGON ((572145.264 1032759.864,572225.063 1032902.752,572241.875 1032893.375,572165.834 1032748.389,572145.264 1032759.864))",14481030460,460
"POLYGON ((572124.788 1032771.287,572204.414 1032914.268,572225.063 1032902.752,572145.264 1032759.864,572124.788 1032771.287))",14481030470,470
"POLYGON ((571778.611 1032964.414,571857.909 1033107.523,571878.951 1033095.787,571799.687 1032952.656,571778.611 1032964.414))",14481030610,610
"POLYGON ((571757.272 1032976.318,571836.612 1033119.401,571857.909 1033107.523,571778.611 1032964.414,571770.046 1032969.192,571757.272 1032976.318))",14481030620,620
"POLYGON ((571612.656 1033056.997,571691.926 1033200.097,571724.614 1033181.866,571645.527 1033038.659,571612.656 1033056.997))",14481030670,670
"POLYGON ((571016.584 1033575.655,571029.099 1033597.734,571033.833 1033606.084,571148.75 1033538.375,571137.668 1033518.762,571132.859 1033510.099,571016.584 1033575.655))",14481100180,180
"POLYGON ((570946.624819 1032926.781924,570885.675154 1032817.63351099996362,570848.97500099998433 1032838.05643899994902,570910.014269 1032947.365112,570946.624819 1032926.781924))",14484050040,40
"POLYGON ((571022.08006599999499 1032741.726808,571014.73143699998036 1032728.650201,570804.238217 1032845.78561899997294,570796.38651199999731 1032862.84401,570798.29379699996207 1032866.25955099996645,571022.08006599999499 1032741.726808))",14484050100,100
"POLYGON ((570645.07260399998631 1032736.184173,570598.728922 1032653.19296,570566.425381 1032671.234059,570612.7681009999942 1032754.22354799997993,570645.07260399998631 1032736.184173))",14484060020,20
"POLYGON ((570677.37710699997842 1032718.14479699998628,570631.031668 1032635.15043899999,570598.728922 1032653.19296,570645.07260399998631 1032736.184173,570677.37710699997842 1032718.14479699998628))",14484060030,30
"POLYGON ((570807.46737199998461 1032645.500215,570827.16700699995272 1032634.499609,570780.817902 1032551.498686,570761.11885299999267 1032562.500343,570807.46737199998461 1032645.500215))",14484060090,90
"POLYGON ((570827.16700699995272 1032634.499609,570845.06544799997937 1032624.50482,570798.7158099999651 1032541.502942,570780.817902 1032551.498686,570827.16700699995272 1032634.499609))",14484060100,100
"POLYGON ((570845.06544799997937 1032624.50482,570861.0405399999581 1032601.83755699999165,570820.54252699995413 1032529.313011,570798.7158099999651 1032541.502942,570845.06544799997937 1032624.50482))",14484060105,105
"POLYGON ((570460.405 1032204.192,570431.688 1032220.25,570491.63 1032327.103,570519.647 1032311.151,570460.405 1032204.192))",14485000020,20
"POLYGON ((570545.053 1032156.859,570603.635 1032263.332,570633.991 1032246.048,570575.805 1032139.663,570545.053 1032156.859))",14485000060,60
"POLYGON ((570517.006 1031992.53,570584.473 1032118.671,570620.312 1032098.125,570550.464 1031973.35,570517.006 1031992.53))",14485000110,110
"POLYGON ((570246.443 1032200.525,570292.773 1032284.049,570411.754 1032217.686,570418.038 1032214.083,570374.262 1032129.881,570367.545 1032133.594,570246.443 1032200.525))",14485000190,190
"POLYGON ((570188.658 1031610.174,570253.163 1031731.376,570278.446 1031717.225,570213.83 1031595.539,570188.658 1031610.174))",14486160040,40
"POLYGON ((570077.245843 1031324.161621,570107.61482599994633 1031306.762631,570040.172032 1031186.365498,570009.80304899998009 1031203.76448799995705,570077.245843 1031324.161621))",14487050110,110
"POLYGON ((569993.21278199995868 1030972.898799999966,570021.40696599998046 1030957.07128699996974,569953.31044799997471 1030832.458554,569924.852801 1030848.433969,569993.21278199995868 1030972.898799999966))",14487060170,170
"POLYGON ((569715.56884199997876 1030803.1677759999875,569745.872866 1030785.65285199997015,569654.48999499995261 1030623.82569099997636,569623.950823 1030640.924199,569715.56884199997876 1030803.1677759999875))",14488000120,120
"POLYGON ((569806.048 1030750.873216,569832.022877 1030735.86042399995495,569741.308499 1030575.21707599994261,569715.132065 1030589.87294,569806.048 1030750.873216))",14488000150,150
"POLYGON ((568760.758 1030473.699,568824.367 1030588.059,568860.811 1030567.56,568799.951 1030451.895,568760.758 1030473.699))",14489060190,190
"POLYGON ((570235.016 1033016.666,570297.875 1033129.313,570321.927 1033115.917,570259.09 1033003.498,570235.016 1033016.666))",14493020090,90
"POLYGON ((570348.784 1032792.886,570414.558 1032907.386,570425.207 1032901.563,570359.528 1032786.987,570348.784 1032792.886))",14493020230,230
"POLYGON ((568868.06431199994404 1034144.103616,568802.874852 1034028.38138799997978,568733.17641399998683 1034067.65132299996912,568798.38052 1034183.399534999975,568868.06431199994404 1034144.103616))",14497060130,130
"POLYGON ((568205.773457 1034296.246424,568137.245631 1034171.49961699999403,568101.513536 1034191.604775,568170.041362 1034316.351582,568205.773457 1034296.246424))",14498000020,20
"POLYGON ((568349.57403 1034215.335042,568283.372433 1034094.822838,568257.2268519999925 1034109.533671,568323.42859499994665 1034230.046133,568349.57403 1034215.335042))",14498000060,60
"POLYGON ((568435.905581 1034166.759399999981,568369.98068599996623 1034046.0926309999777,568329.48695799999405 1034068.87646199995652,568395.78173 1034189.3356399999466,568435.905581 1034166.759399999981))",14498000090,90
"POLYGON ((568344.92313 1034042.98209399997722,568276.600865 1033917.927262,568253.549787 1033930.89681499998551,568322.25528 1034055.73633099999279,568344.92313 1034042.98209399997722))",14498000170,170
"POLYGON ((568322.25528 1034055.73633099999279,568253.549787 1033930.89681499998551,568226.445457 1033946.14690699998755,568295.15110599994659 1034070.9867,568322.25528 1034055.73633099999279))",14498000180,180
"POLYGON ((568137.245631 1034171.49961699999403,568111.886531 1034125.33637399994768,567994.2320599999512 1034191.5362909999676,568019.59116199996788 1034237.69953099999111,568137.245631 1034171.49961699999403))",14498000280,280
"POLYGON ((568149.12501399999019 1034328.12045499996748,568080.59718699997757 1034203.37364699994214,568019.59116199996788 1034237.69953099999111,568088.118998 1034362.44633399997838,568149.12501399999019 1034328.12045499996748))",14498000290,290
"POLYGON ((568679.877355 1034029.48530499998014,568613.04183899995405 1033909.32926599995699,568589.075399999972 1033922.81480599998031,568655.910706 1034042.97047199995723,568679.877355 1034029.48530499998014))",14499050060,60
"POLYGON ((568936.30524799996056 1033710.22605199995451,568866.6532499999739 1033585.91092099994421,568844.142387 1033598.577805,568913.79417899996042 1033722.892571,568936.30524799996056 1033710.22605199995451))",14499050360,360
"POLYGON ((568736.47741699998733 1033822.665089,568667.21033699996769 1033698.137634,568641.065316 1033712.84946199995466,568710.33215799997561 1033837.37649199995212,568736.47741699998733 1033822.665089))",14499050450,450
"POLYGON ((568578.734351 1033911.42388799996115,568509.46871 1033786.898995,568484.19518899999093 1033801.12042799999472,568553.46060099999886 1033925.644911,568578.734351 1033911.42388799996115))",14499050510,510
"POLYGON ((568553.46060099999886 1033925.644911,568484.19518899999093 1033801.12042799999472,568458.050168 1033815.832256,568527.31534099997953 1033940.3563139999751,568553.46060099999886 1033925.644911))",14499050520,520
"POLYGON ((568510.535931 1033717.45998699998017,568439.242618 1033594.069478,568410.482174 1033610.25085199996829,568481.779495 1033733.648484,568510.535931 1033717.45998699998017))",14499060040,40
"POLYGON ((568534.06694399996195 1033704.220402,568462.773823 1033580.83021,568439.242618 1033594.069478,568510.535931 1033717.45998699998017,568534.06694399996195 1033704.220402))",14499060050,50
"POLYGON ((568560.21267599996645 1033689.5096599999815,568488.91968799999449 1033566.119866,568462.773823 1033580.83021,568534.06694399996195 1033704.220402,568560.21267599996645 1033689.5096599999815))",14499060060,60
"POLYGON ((568660.43769399996381 1033633.118644,568589.145381 1033509.730284,568567.357165 1033521.988901,568638.649647 1033645.37756,568660.43769399996381 1033633.118644))",14499060100,100
"POLYGON ((568798.146864 1033555.637391,568726.855615 1033432.250924,568702.740419 1033445.81876099994406,568774.03185399994254 1033569.20556,568798.146864 1033555.637391))",14499060160,160
"POLYGON ((568907.08709699998144 1033494.34281099995133,568835.79669099999592 1033370.957841,568814.008476 1033383.216457,568885.299051 1033506.60172699997202,568907.08709699998144 1033494.34281099995133))",14499060210,210
"POLYGON ((568314.081963 1033647.276455,568243.45134499995038 1033525.03366499999538,568218.62681 1033538.992635,568288.32469499995932 1033661.757344,568314.081963 1033647.276455))",14499060540,540
"POLYGON ((569180.643991 1033340.385493,569111.019332 1033216.052646,569050.01331599999685 1033250.37852499994915,569119.63797399995383 1033374.711372,569180.643991 1033340.385493))",14500010010,10
"POLYGON ((569345.271573 1033061.298837,569278.87171199999284 1032942.72455599997193,569248.36478199996054 1032959.880523,569317.211521 1033082.82434,569343.35696899995673 1033068.11324299999978,569345.271573 1033061.298837))",14500010170,170
"POLYGON ((569436.14638799999375 1033049.6251189999748,569428.81961 1033036.536256,569367.828205 1033070.87923099996988,569375.15711 1033083.966903,569436.14638799999375 1033049.6251189999748))",14500010300,300
"POLYGON ((569323.33887199999299 1033492.45020299998578,569253.641885 1033368.157887,569218.78130399994552 1033387.772675,569288.478292 1033512.06499199999962,569323.33887199999299 1033492.45020299998578))",14500020210,210
"POLYGON ((569285.863748 1033513.536101,569288.478292 1033512.06499199999962,569218.78130399994552 1033387.772675,569216.1667609999422 1033389.243784,569285.863748 1033513.536101))",14500020220,220
"POLYGON ((569285.863748 1033513.536101,569216.1667609999422 1033389.243784,569185.66375299997162 1033406.406724,569255.36074 1033530.6990399999777,569285.863748 1033513.536101))",14500020230,230
"POLYGON ((569255.36074 1033530.6990399999777,569185.66375299997162 1033406.406724,569149.06015699997079 1033427.00224299996626,569218.75713699997868 1033551.29456399998162,569255.36074 1033530.6990399999777))",14500020240,240
"POLYGON ((568120.801 1032767.933,568192.135 1032898.374,568225.727 1032879.489,568154.387 1032749.214,568120.801 1032767.933))",14502060230,230
"POLYGON ((567815.4 1033547.121,567790.692 1033561.148,567790.115 1033561.577,567850.477 1033677.673,567877.284 1033662.512,567815.4 1033547.121))",14503050010,10
"POLYGON ((567949.424 1033287.391,568019.058 1033412.817,568043.654 1033398.939,567974.735 1033272.945,567949.424 1033287.391))",14503050180,180
"POLYGON ((567694.166 1033643.837,567789.603 1033590.408,567777.577 1033568.595,567682.594 1033622.529,567694.166 1033643.837))",14503050310,310
"POLYGON ((567694.166 1033643.837,567705.401 1033664.526,567800.671 1033611.247,567789.603 1033590.408,567694.166 1033643.837))",14503050320,320
"POLYGON ((567705.401 1033664.526,567716.68 1033685.294,567811.819 1033632.236,567800.671 1033611.247,567705.401 1033664.526))",14503050330,330
"POLYGON ((567716.68 1033685.294,567729.269 1033708.475,567824.161 1033655.473,567811.819 1033632.236,567716.68 1033685.294))",14503050340,340
"POLYGON ((567729.269 1033708.475,567744.942 1033737.334,567746.006 1033736.758,567838.999 1033684.165,567824.161 1033655.473,567729.269 1033708.475))",14503050350,350
"POLYGON ((568027.061 1032408.455,568096.698 1032532.259,568106.097 1032526.986,568036.603 1032403.132,568027.061 1032408.455))",14504000490,490
"POLYGON ((567644.791 1032621.69,567715.456 1032746.16,567725.753 1032740.383,567655.195 1032615.886,567644.791 1032621.69))",14504000640,640
"POLYGON ((568077.91127299994696 1032305.205719999969,568112.84406699996907 1032285.7198299999582,568041.52612399996724 1032155.46622699999716,568006.5933299999451 1032174.952117,568077.91127299994696 1032305.205719999969))",14505000270,270
"POLYGON ((568243.842045 1032212.64774399995804,568279.21149899996817 1032192.9182799999835,568207.89355599996634 1032062.664678,568172.524102 1032082.39414099999703,568243.842045 1032212.64774399995804))",14505000330,330
"POLYGON ((567517.66976099996828 1032430.503659,567544.16017199994531 1032415.72702099999879,567472.23045 1032284.352589,567445.729366 1032299.11007699999027,567517.66976099996828 1032430.503659))",14505000735,735
"POLYGON ((568577.571 1031555.536,568600.481 1031596.782,568601.442 1031596.258,568721.318 1031529.83,568698.806 1031491.447,568577.571 1031555.536))",14506000270,270
"POLYGON ((567830.646 1031660.628,567905.052 1031794.308,567952.302 1031768.022,567878.057 1031634.62,567830.646 1031660.628))",14506000345,345
"POLYGON ((567792.725 1031681.43,567867.307 1031815.305,567905.052 1031794.308,567830.646 1031660.628,567792.725 1031681.43))",14506000350,350
"POLYGON ((567606.598 1031786.017,567681.025 1031918.936,567702.955 1031906.736,567628.51 1031773.673,567606.598 1031786.017))",14506000380,380
"POLYGON ((566938.014 1031935.414,566914.495 1031948.635,566985.904 1032075.193,566987.243 1032077.566,567008.97 1032065.326,566938.014 1031935.414))",14511000010,10
"POLYGON ((567336.348 1031711.486,567407.327 1031840.921,567429.921 1031828.193,567359.007 1031698.748,567336.348 1031711.486))",14511000190,190
"POLYGON ((567359.007 1031698.748,567429.921 1031828.193,567461.721 1031810.279,567466.484 1031807.596,567395.529 1031678.217,567359.007 1031698.748))",14511000200,200
"POLYGON ((567314.523 1031532.375,567387.094 1031665.189,567417.471 1031648.11,567417.995 1031647.598,567345.185 1031515.402,567314.523 1031532.375))",14511000220,220
"POLYGON ((567292.79 1031544.405,567365.516 1031677.321,567387.094 1031665.189,567314.523 1031532.375,567292.79 1031544.405))",14511000230,230
"POLYGON ((567183.14 1031605.102,567256.092 1031738.845,567278.448 1031726.275,567205.586 1031592.678,567183.14 1031605.102))",14511000270,270
"POLYGON ((567161.015 1031617.35,567233.974 1031751.281,567256.092 1031738.845,567183.14 1031605.102,567161.015 1031617.35))",14511000280,280
"POLYGON ((567074.963 1031664.985,567148.371 1031799.411,567168.261 1031788.228,567094.955 1031653.918,567074.963 1031664.985))",14511000320,320
"POLYGON ((566788.785 1031823.4,566720.605 1031861.141,566792.283 1031992.733,566795.193 1031997.985,566862.981 1031959.871,566788.785 1031823.4))",14511000440,440
"POLYGON ((566813.121 1032030.989,566918.211 1031972.64,566907.199 1031952.736,566802.547 1032011.576,566813.121 1032030.989))",14511000450,450
"POLYGON ((566824.371 1032051.641,566837.027 1032074.877,566942.214 1032016.047,566929.556 1031993.157,566824.371 1032051.641))",14511000470,470
"POLYGON ((566837.027 1032074.877,566850.246 1032099.144,566955.549 1032040.161,566942.214 1032016.047,566837.027 1032074.877))",14511000480,480
"POLYGON ((566850.246 1032099.144,566873.265 1032141.406,566897.391 1032128.182,566978.727 1032082.363,566955.549 1032040.161,566850.246 1032099.144))",14511000490,490
"POLYGON ((566494.988 1031943.533,566505.669 1031963.1,566624.788 1031894.264,566614.095 1031874.642,566494.988 1031943.533))",14513010210,210
"POLYGON ((566483.933 1031923.279,566494.988 1031943.533,566614.095 1031874.642,566603.054 1031854.38,566483.933 1031923.279))",14513010220,220
"POLYGON ((566374.386 1031809.068,566443.45 1031932.934,566464.988 1031920.515,566461.765 1031914.612,566397.134 1031796.255,566394.39 1031797.801,566374.386 1031809.068))",14513010270,270
