WKT,HANDLE,PARCEL,PARCELID
"POLYGON ((-90.199278466870496 38.650504015560571,-90.198816188149422 38.650629211811371,-90.198794973938732 38.650586927216224,-90.198789181607253 38.650575384801179,-90.199090403645087 38.65049139309864,-90.199250760656611 38.650446617131315,-90.199278466870496 38.650504015560571))",11119000080,80,11190000800
"POLYGON ((-90.199090403645087 38.65049139309864,-90.198789181607253 38.650575384801179,-90.198755111828987 38.650507477582337,-90.199052233866425 38.650427498177159,-90.199090403645087 38.65049139309864))",11119000090,90,11190000900
"POLYGON ((-90.199448905785715 38.65102681761487,-90.199202898285833 38.651087837453503,-90.199122522327158 38.650922868256984,-90.199369749690277 38.650864767916893,-90.199448905785715 38.65102681761487))",11120000150,150,11200001900
"POLYGON ((-90.199448905785715 38.65102681761487,-90.199369749690277 38.650864767916893,-90.199442761478011 38.650847610147892,-90.199519650262417 38.65100926952023,-90.199448905785715 38.65102681761487))",11120000200,200,11200002000
"POLYGON ((-90.199579965206453 38.651135120285211,-90.199706291076296 38.651399832911331,-90.199258302928044 38.651519628002703,-90.199255604223211 38.651514348839768,-90.199250222708599 38.651503340221055,-90.199128993202123 38.651255357531049,-90.199579965206453 38.651135120285211))",11120000240,240,11200001000
"POLYGON ((-90.199579965206453 38.651135120285211,-90.199128993202123 38.651255357531049,-90.199083205566211 38.651161693478919,-90.199537723716034 38.65104660594362,-90.199579965206453 38.651135120285211))",11120000250,250,11200001300
"POLYGON ((-90.196942560389303 38.651898464004503,-90.196767074607351 38.651945756640316,-90.196662856881829 38.651739290313401,-90.196636806886204 38.651685610842797,-90.196809540101015 38.651632437680178,-90.196942560389303 38.651898464004503))",11122000130,130,11220001300
"POLYGON ((-90.196142965283713 38.652328584203715,-90.195979183059436 38.652372031648284,-90.195664084619381 38.652455539709905,-90.195637385120222 38.652402371818226,-90.196116146406638 38.652275418854337,-90.196142965283713 38.652328584203715))",11126000110,110,11260001100
"POLYGON ((-90.196116146406638 38.652275418854337,-90.195637385120222 38.652402371818226,-90.195605681903714 38.652339239578517,-90.196084302721189 38.652212294613925,-90.196116146406638 38.652275418854337))",11126000120,120,11260001200
"POLYGON ((-90.19647435841064 38.653212425461469,-90.196566965386552 38.653231803035126,-90.196565241126081 38.65323709820214,-90.196512754877318 38.653393924722693,-90.196423350596405 38.653658776274867,-90.196331273609971 38.65363899082466,-90.19647435841064 38.653212425461469))",11128000010,10,11280000100
"POLYGON ((-90.19647435841064 38.653212425461469,-90.196331273609971 38.65363899082466,-90.196282887561466 38.653628592194345,-90.196352876358674 38.653419660574706,-90.196425730054273 38.653202251425576,-90.19647435841064 38.653212425461469))",11128000020,20,11280000200
"POLYGON ((-90.196425730054273 38.653202251425576,-90.196352876358674 38.653419660574706,-90.196228817581115 38.653392471048527,-90.196301341021652 38.653176228138342,-90.196425730054273 38.653202251425576))",11128000030,30,11280000300
"POLYGON ((-90.196352876358674 38.653419660574706,-90.196282887561466 38.653628592194345,-90.196233759813921 38.653618035092485,-90.196158595299465 38.653601882524413,-90.196228817581115 38.653392471048527,-90.196352876358674 38.653419660574706))",11128000035,35,11280000350
"POLYGON ((-90.196145671366281 38.653374153091661,-90.196075328009954 38.653583987076317,-90.196026679635992 38.653573532737234,-90.196105594348523 38.653363149977388,-90.196145671366281 38.653374153091661))",11128000050,50,11280000500
"POLYGON ((-90.196105594348523 38.653363149977388,-90.196026679635992 38.653573532737234,-90.195968546506592 38.653561040864524,-90.196064263693756 38.653354628651954,-90.196105594348523 38.653363149977388))",11128000060,60,11280000600
"POLYGON ((-90.196064263693756 38.653354628651954,-90.195968546506592 38.653561040864524,-90.195909199389192 38.653548284931496,-90.195979940509417 38.653337243872016,-90.196064263693756 38.653354628651954))",11128000070,70,11280000700
"POLYGON ((-90.196217879755324 38.653158766143513,-90.196145671366281 38.653374153091661,-90.196105594348523 38.653363149977388,-90.196170423535165 38.653148836699117,-90.196217879755324 38.653158766143513))",11128000080,80,11280000800
"POLYGON ((-90.196170423535165 38.653148836699117,-90.196105594348523 38.653363149977388,-90.196064263693756 38.653354628651954,-90.195979940509417 38.653337243872016,-90.196052034941744 38.653124067206747,-90.196170423535165 38.653148836699117))",11128000090,90,11280000900
"POLYGON ((-90.195911692123161 38.652798865121973,-90.195837919565221 38.653039469233171,-90.195729104424856 38.653015693713868,-90.195759595800837 38.65292451213287,-90.195794159843174 38.652825026478475,-90.195911692123161 38.652798865121973))",11128000130,130,11280001300
"POLYGON ((-90.196235031643099 38.652726891590348,-90.196120762960959 38.653098797093705,-90.195982586228922 38.653069813095016,-90.19607354247691 38.652762837750025,-90.196235031643099 38.652726891590348))",11128000150,150,11280001500
"POLYGON ((-90.196963257660414 38.653510088540187,-90.196949070182157 38.653551114372682,-90.196695214938089 38.653497781452167,-90.196707830164783 38.653460087870691,-90.196710323424668 38.653452636397454,-90.196963257660414 38.653510088540187))",11129000090,90,11290000900
"POLYGON ((-90.196980422977802 38.653460456447576,-90.196963257660414 38.653510088540187,-90.196710323424668 38.653452636397454,-90.196725233263635 38.653408089437484,-90.196980422977802 38.653460456447576))",11129000100,100,11290001000
"POLYGON ((-90.197007588940266 38.653381908188457,-90.196980422977802 38.653460456447576,-90.196725233263635 38.653408089437484,-90.196751577278903 38.653329371596527,-90.197007588940266 38.653381908188457))",11129000105,105,11290001050
"POLYGON ((-90.197026278767453 38.653327823397433,-90.197007588940266 38.653381908188457,-90.196751577278903 38.653329371596527,-90.196768944855435 38.653277477408672,-90.196770079746628 38.653274089130669,-90.197026278767453 38.653327823397433))",11129000106,106,11290001060
"POLYGON ((-90.198142938764136 38.652553157995328,-90.198229380355926 38.652296993382713,-90.198339996111713 38.652271357388244,-90.198578754312194 38.652322495910482,-90.198476787200278 38.652624663629155,-90.198142938764136 38.652553157995328))",11132030080,80,11320300800
"POLYGON ((-90.19864230979438 38.652660115830606,-90.198744277851375 38.652357948308691,-90.198909801555175 38.652393400473137,-90.198807832553101 38.652695567801075,-90.19864230979438 38.652660115830606))",11132030100,100,11320301000
"POLYGON ((-90.199111533651916 38.652294282441382,-90.199027083743957 38.652276194975954,-90.199083147685386 38.652115232796696,-90.199181232890012 38.652094171899925,-90.199111533651916 38.652294282441382))",11133030170,170,11330301700
"POLYGON ((-90.198679859953018 38.652201825902559,-90.199083147685386 38.652115232796696,-90.199027083743957 38.652276194975954,-90.198679859953018 38.652201825902559))",11133030180,180,11330301800
"POLYGON ((-90.202160330401028 38.652254482221693,-90.20206915277943 38.652552029510375,-90.2019412753138 38.652525102630285,-90.202032427250941 38.652227113279174,-90.202160330401028 38.652254482221693))",11134040100,100,11340401000
"POLYGON ((-90.200604967134041 38.653067901432784,-90.200710166338723 38.652766415659045,-90.200792917486268 38.652784171020492,-90.200687718598076 38.653085656869038,-90.200604967134041 38.653067901432784))",11135030200,200,11350302000
"POLYGON ((-90.201522691090233 38.654507097124885,-90.201598608338756 38.654282970216435,-90.201683061301111 38.654300837636939,-90.201607237700088 38.654524808238961,-90.201522691090233 38.654507097124885))",11136000010,10,11360000100
"POLYGON ((-90.201456016255477 38.654703936888339,-90.201522691090233 38.654507097124885,-90.201607237700088 38.654524808238961,-90.20154059628014 38.654721654962302,-90.201456016255477 38.654703936888339))",11136000020,20,11360000200
"POLYGON ((-90.201304313630757 38.65467215759552,-90.201417351230901 38.654338449123372,-90.201408889653692 38.654336686745253,-90.201438555129741 38.654249108120361,-90.201514085076099 38.654265087853176,-90.201371436272851 38.654686218753319,-90.201304313630757 38.65467215759552))",11136000040,40,11360000400
"POLYGON ((-90.201236108388827 38.654657869607597,-90.201378847949655 38.654236475941893,-90.201438555129741 38.654249108120361,-90.201408889653692 38.654336686745253,-90.201417351230901 38.654338449123372,-90.201304313630757 38.65467215759552,-90.201236108388827 38.654657869607597))",11136000050,50,11360000500
"POLYGON ((-90.201117696577271 38.654633063979325,-90.201260515553074 38.65421144039496,-90.201378847949655 38.654236475941893,-90.201236108388827 38.654657869607597,-90.201117696577271 38.654633063979325))",11136000060,60,11360000600
"POLYGON ((-90.201033116762872 38.654615345597435,-90.201175992463561 38.654193557785163,-90.201260515553074 38.65421144039496,-90.201117696577271 38.654633063979325,-90.201033116762872 38.654615345597435))",11136000070,70,11360000700
"POLYGON ((-90.200712261543771 38.654052782937271,-90.200846239580343 38.65365724112538,-90.200951453106128 38.65367981567227,-90.200817576969698 38.654075065074679,-90.200712261543771 38.654052782937271))",11136000255,255,11360002500
"POLYGON ((-90.202162542856556 38.655925520257242,-90.20225199550903 38.655668945194748,-90.202387643479355 38.655698365338132,-90.202298283018578 38.655954679161496,-90.202162542856556 38.655925520257242))",11138000020,20,11380000200
"POLYGON ((-90.201209966806815 38.655720888368968,-90.201346022065195 38.655330652598579,-90.201514893325083 38.655366930067281,-90.201378838911964 38.655757166037887,-90.201209966806815 38.655720888368968))",11139000010,10,11390000100
"POLYGON ((-90.201088378998932 38.65569476829824,-90.201224434862397 38.655304532667266,-90.201346022065195 38.655330652598579,-90.201209966806815 38.655720888368968,-90.201088378998932 38.65569476829824))",11139000020,20,11390000200
"POLYGON ((-90.200849707805361 38.655167088994119,-90.200984705085958 38.654779893946078,-90.201204453581084 38.654826427563705,-90.201069237512257 38.655214250127877,-90.200849707805361 38.655167088994119))",11139000080,80,11390000800
"POLYGON ((-90.201069237512257 38.655214250127877,-90.201204453581084 38.654826427563705,-90.201275449310117 38.654841461412566,-90.201140163248184 38.655229486863874,-90.201069237512257 38.655214250127877))",11139000090,90,11390000900
"POLYGON ((-90.201212507527472 38.655245028288434,-90.201347864985678 38.654856795896123,-90.201432383789296 38.654874693228265,-90.201296943001225 38.655263167149286,-90.201212507527472 38.655245028288434))",11139000110,110,11390001100
"POLYGON ((-90.200156048733717 38.655496503703567,-90.200288140563899 38.655110373550741,-90.200457320636502 38.655145753711317,-90.200325139969834 38.655532146680315,-90.200156048733717 38.655496503703567))",11140000010,10,11400000100
"POLYGON ((-90.200071503177298 38.655478682125086,-90.200203550590572 38.655092683378896,-90.200288140563899 38.655110373550741,-90.200156048733717 38.655496503703567,-90.200071503177298 38.655478682125086))",11140000020,20,11400000200
"POLYGON ((-90.199986957666681 38.655460860485618,-90.200118960659239 38.655074993145995,-90.200203550590572 38.655092683378896,-90.200071503177298 38.655478682125086,-90.199986957666681 38.655460860485618))",11140000030,30,11400000300
"POLYGON ((-90.199902412194817 38.655443038785165,-90.200034370769885 38.655057302852022,-90.200118960659239 38.655074993145995,-90.199986957666681 38.655460860485618,-90.199902412194817 38.655443038785165))",11140000040,40,11400000400
"POLYGON ((-90.199733321381473 38.655407395198573,-90.199865191117183 38.655021922080984,-90.200034370769885 38.655057302852022,-90.199902412194817 38.655443038785165,-90.199733321381473 38.655407395198573))",11140000050,50,11400000500
"POLYGON ((-90.19964877603995 38.655389573315162,-90.199471230956902 38.655352147160713,-90.199602964505189 38.654967081721587,-90.199780601353808 38.655004231603883,-90.19964877603995 38.655389573315162))",11140000070,70,11400000700
"POLYGON ((-90.199133172563535 38.65481196785894,-90.199170294615101 38.654703460187768,-90.199455376239541 38.654762607415272,-90.199418103630265 38.654871557649791,-90.199133172563535 38.65481196785894))",11141000040,40,11410000400
"POLYGON ((-90.198952394537116 38.655242775697488,-90.199083864753334 38.654858493734082,-90.199195522811834 38.654881845759824,-90.199063993939248 38.655266301234185,-90.198952394537116 38.655242775697488))",11141000060,60,11410000600
"POLYGON ((-90.198840795208667 38.655219250051786,-90.198972206767976 38.654835141601971,-90.199083864753334 38.654858493734082,-90.198952394537116 38.655242775697488,-90.198840795208667 38.655219250051786))",11141000070,70,11410000700
"POLYGON ((-90.19872919595386 38.65519572430258,-90.198860548855819 38.654811789363492,-90.198972206767976 38.654835141601971,-90.198840795208667 38.655219250051786,-90.19872919595386 38.65519572430258))",11141000080,80,11410000800
"POLYGON ((-90.198617596772735 38.655172198447133,-90.198748891016834 38.654788437018638,-90.198860548855819 38.654811789363492,-90.19872919595386 38.65519572430258,-90.198617596772735 38.655172198447133))",11141000090,90,11410000900
"POLYGON ((-90.19856402424449 38.654692935185565,-90.1985937131562 38.6546061572338,-90.198701141211004 38.654628625163923,-90.19870386328337 38.654620668747242,-90.19881838517081 38.654643597101227,-90.198785647791183 38.654739286297698,-90.19856402424449 38.654692935185565))",11141000110,110,11410001100
"POLYGON ((-90.1985937131562 38.6546061572338,-90.198695210228607 38.654309489026311,-90.198885702718769 38.654349012531178,-90.198788518514775 38.654637617528486,-90.19870386328337 38.654620668747242,-90.198701141211004 38.654628625163923,-90.1985937131562 38.6546061572338))",11141000120,120,11410001200
"POLYGON ((-90.198785647791183 38.654739286297698,-90.19881838517081 38.654643597101227,-90.198788518514775 38.654637617528486,-90.198885702718769 38.654349012531178,-90.198932792685852 38.654358782731109,-90.198839781175408 38.654630651027453,-90.198856530961848 38.654634154112436,-90.198818231552366 38.654746100935448,-90.198785647791183 38.654739286297698))",11141000130,130,11410001300
"POLYGON ((-90.198818231552366 38.654746100935448,-90.198856530961848 38.654634154112436,-90.198839781175408 38.654630651027453,-90.198932792685852 38.654358782731109,-90.198980051934399 38.654368588033257,-90.198848683671685 38.654752469750512,-90.198818231552366 38.654746100935448))",11141000140,140,11410001400
"POLYGON ((-90.198848683671685 38.654752469750512,-90.198980051934399 38.654368588033257,-90.199105309309857 38.654394576208148,-90.198973943445608 38.654778666721406,-90.198848683671685 38.654752469750512))",11141000155,155,11410001550
"POLYGON ((-90.194884004353312 38.65568280250497,-90.194789884640954 38.65570558346748,-90.194724520928872 38.655599518049733,-90.194819499702362 38.655572334909508,-90.194884004353312 38.65568280250497))",11149000105,105,11490001050
"POLYGON ((-90.198727782933119 38.655792446757552,-90.198750136388711 38.655726111342425,-90.19924740211971 38.655830880522878,-90.199245374542997 38.655901460214523,-90.198727782933119 38.655792446757552))",11155000030,30,11550000300
"POLYGON ((-90.198705428981995 38.655858783517317,-90.198727782933119 38.655792446757552,-90.199245374542997 38.655901460214523,-90.199243346958355 38.655972039905237,-90.198705428981995 38.655858783517317))",11155000040,40,11550000400
